Session,Date,Treatment,Protocol,Stage,dayspost,Trial,ID,Latency,Reason,Mode,Scoring,Force,TargetForce,RampDuration,CutoffTime,LegacyMode,TouchPause,TouchForce,TimeThreshold
177,4/11/2024 15:03,CCD,AMN,DAYTERM,30,I,DW 239,0.4,Detection,Ramp,Auto,10.58,45,2,5,OFF,1.2,0.1,0
178,4/11/2024 15:04,CCD,AMN,DAYTERM,30,I,DW 239,0.5,Detection,Ramp,Auto,12.82,45,2,5,OFF,1.2,0.1,0
179,4/11/2024 15:05,CCD,AMN,DAYTERM,30,I,DW 239,0.9,Detection,Ramp,Auto,21.05,45,2,5,OFF,1.2,0.1,0
180,4/11/2024 15:06,CCD,AMN,DAYTERM,30,I,DW 239,1,Detection,Ramp,Auto,24.05,45,2,5,OFF,1.2,0.1,0
181,4/12/2024 15:25,CCD,AMN,DAYTERM,14,C,DW 240,2.1,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
182,4/12/2024 15:25,CCD,AMN,DAYTERM,14,C,DW 240,1.8,Detection,Ramp,Auto,42.01,45,2,5,OFF,1.2,0.1,0
183,4/12/2024 15:26,CCD,AMN,DAYTERM,14,I,DW 240,4.2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
184,4/12/2024 15:26,CCD,AMN,DAYTERM,14,I,DW 240,0.7,Detection,Ramp,Auto,16.56,45,2,5,OFF,1.2,0.1,0
185,4/12/2024 15:26,CCD,AMN,DAYTERM,14,I,DW 240,1,Detection,Ramp,Auto,22.55,45,2,5,OFF,1.2,0.1,0
186,4/12/2024 15:26,CCD,AMN,DAYTERM,14,I,DW 240,1.7,Detection,Ramp,Auto,39.01,45,2,5,OFF,1.2,0.1,0
187,4/12/2024 15:27,CCD,AMN,DAYTERM,14,I,DW 240,1.3,Detection,Ramp,Auto,30.03,45,2,5,OFF,1.2,0.1,0
188,4/12/2024 15:27,CCD,AMN,DAYTERM,14,I,DW 240,2.8,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
189,4/12/2024 15:28,CCD,AMN,DAYTERM,14,C,DW 240,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
190,4/12/2024 15:28,CCD,AMN,DAYTERM,14,C,DW 240,2.2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
191,4/12/2024 15:28,CCD,AMN,DAYTERM,14,C,DW 240,1.6,Detection,Ramp,Auto,36.77,45,2,5,OFF,1.2,0.1,0
192,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.6,Detection,Ramp,Auto,13.57,45,2,5,OFF,1.2,0.1,0
193,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.5,Detection,Ramp,Auto,12.07,45,2,5,OFF,1.2,0.1,0
194,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.5,Detection,Ramp,Auto,12.07,45,2,5,OFF,1.2,0.1,0
195,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.5,Detection,Ramp,Auto,12.07,45,2,5,OFF,1.2,0.1,0
196,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.9,Detection,Ramp,Auto,21.8,45,2,5,OFF,1.2,0.1,0
197,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.5,Detection,Ramp,Auto,13.57,45,2,5,OFF,1.2,0.1,0
198,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
199,4/12/2024 15:29,CCD,AMN,DAYTERM,14,I,DW 240,0.3,Detection,Ramp,Auto,7.58,45,2,5,OFF,1.2,0.1,0
200,4/12/2024 15:30,CCD,AMN,DAYTERM,14,C,DW 240,1.7,Detection,Ramp,Auto,40.51,45,2,5,OFF,1.2,0.1,0
201,4/12/2024 15:30,CCD,AMN,DAYTERM,14,C,DW 240,1.3,Detection,Ramp,Auto,28.54,45,2,5,OFF,1.2,0.1,0
202,4/12/2024 15:30,CCD,AMN,DAYTERM,14,C,DW 240,0.9,Detection,Ramp,Auto,21.05,45,2,5,OFF,1.2,0.1,0
203,4/12/2024 15:30,CCD,AMN,DAYTERM,14,C,DW 240,1,Detection,Ramp,Auto,23.3,45,2,5,OFF,1.2,0.1,0
204,4/12/2024 15:44,CCD,AMN,POST,7,C,DW 241,1.4,Detection,Ramp,Auto,31.53,45,2,5,OFF,1.2,0.1,0
205,4/12/2024 15:44,CCD,AMN,POST,7,C,DW 241,4.6,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
206,4/12/2024 15:45,CCD,AMN,POST,7,C,DW 241,3.2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
207,4/12/2024 15:45,CCD,AMN,POST,7,C,DW 241,1.7,Detection,Ramp,Auto,37.52,45,2,5,OFF,1.2,0.1,0
208,4/12/2024 15:45,CCD,AMN,POST,7,C,DW 241,2.3,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
209,4/12/2024 15:46,CCD,AMN,POST,7,C,DW 241,4.7,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
210,4/12/2024 15:46,CCD,AMN,POST,7,I,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
211,4/12/2024 15:46,CCD,AMN,POST,7,I,DW 241,0.5,Detection,Ramp,Auto,12.82,45,2,5,OFF,1.2,0.1,0
212,4/12/2024 15:46,CCD,AMN,POST,7,I,DW 241,3.3,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
213,4/12/2024 15:47,CCD,AMN,POST,7,I,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
214,4/12/2024 15:47,CCD,AMN,POST,7,I,DW 241,0.3,Detection,Ramp,Auto,7.58,45,2,5,OFF,1.2,0.1,0
215,4/12/2024 15:47,CCD,AMN,POST,7,I,DW 241,1.6,Detection,Ramp,Auto,36.02,45,2,5,OFF,1.2,0.1,0
216,4/12/2024 15:48,CCD,AMN,POST,7,I,DW 241,1.8,Detection,Ramp,Auto,42.01,45,2,5,OFF,1.2,0.1,0
217,4/12/2024 15:48,CCD,AMN,POST,7,I,DW 241,2.3,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
218,4/12/2024 15:49,CCD,AMN,POST,7,I,DW 241,1.6,Detection,Ramp,Auto,36.77,45,2,5,OFF,1.2,0.1,0
219,4/12/2024 15:49,CCD,AMN,POST,7,I,DW 241,2.1,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
220,4/12/2024 15:49,CCD,AMN,POST,7,I,DW 241,3,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
221,4/12/2024 15:49,CCD,AMN,POST,7,I,DW 241,1,Detection,Ramp,Auto,24.05,45,2,5,OFF,1.2,0.1,0
222,4/12/2024 15:49,CCD,AMN,POST,7,I,DW 241,0.6,Detection,Ramp,Auto,15.07,45,2,5,OFF,1.2,0.1,0
223,4/12/2024 15:50,CCD,AMN,POST,7,I,DW 241,1,Detection,Ramp,Auto,23.3,45,2,5,OFF,1.2,0.1,0
224,4/12/2024 15:50,CCD,AMN,POST,7,I,DW 241,2.4,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
225,4/12/2024 15:50,CCD,AMN,POST,7,I,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
226,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
227,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,3.1,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
228,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,0.6,Detection,Ramp,Auto,15.07,45,2,5,OFF,1.2,0.1,0
229,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,0.8,Detection,Ramp,Auto,18.81,45,2,5,OFF,1.2,0.1,0
230,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,3.3,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
231,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,3.6,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
232,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
233,4/15/2024 15:03,CCD,AMN,POST,10,C,DW 241,2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
234,4/15/2024 15:04,CCD,AMN,POST,10,C,DW 241,0.7,Detection,Ramp,Auto,17.31,45,2,5,OFF,1.2,0.1,0
235,4/15/2024 15:04,CCD,AMN,POST,10,C,DW 241,1.9,Detection,Ramp,Auto,42.76,45,2,5,OFF,1.2,0.1,0
236,4/15/2024 15:04,CCD,AMN,POST,10,I,DW 241,1.8,Detection,Ramp,Auto,40.51,45,2,5,OFF,1.2,0.1,0
237,4/15/2024 15:05,CCD,AMN,POST,10,I,DW 241,1.9,Detection,Ramp,Auto,42.01,45,2,5,OFF,1.2,0.1,0
238,4/15/2024 15:05,CCD,AMN,POST,10,I,DW 241,0.9,Detection,Ramp,Auto,21.05,45,2,5,OFF,1.2,0.1,0
239,4/15/2024 15:05,CCD,AMN,POST,10,I,DW 241,0.5,Detection,Ramp,Auto,12.82,45,2,5,OFF,1.2,0.1,0
240,4/15/2024 15:06,CCD,AMN,POST,10,I,DW 241,1.6,Detection,Ramp,Auto,36.02,45,2,5,OFF,1.2,0.1,0
241,4/15/2024 15:06,CCD,AMN,POST,10,I,DW 241,0.3,Detection,Ramp,Auto,9.08,45,2,5,OFF,1.2,0.1,0
242,4/15/2024 15:06,CCD,AMN,POST,10,I,DW 241,1.1,Detection,Ramp,Auto,24.8,45,2,5,OFF,1.2,0.1,0
243,4/15/2024 15:06,CCD,AMN,POST,10,I,DW 241,2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
244,4/19/2024 15:21,CCD,AMN,POST,14,I,DW 241,0.1,Detection,Ramp,Auto,3.09,45,2,5,OFF,1.2,0.1,0
245,4/19/2024 15:21,CCD,AMN,POST,14,I,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
246,4/19/2024 15:21,CCD,AMN,POST,14,I,DW 241,0.1,Detection,Ramp,Auto,3.84,45,2,5,OFF,1.2,0.1,0
247,4/19/2024 15:21,CCD,AMN,POST,14,I,DW 241,0.8,Detection,Ramp,Auto,18.06,45,2,5,OFF,1.2,0.1,0
248,4/19/2024 15:21,CCD,AMN,POST,14,I,DW 241,1.3,Detection,Ramp,Auto,30.03,45,2,5,OFF,1.2,0.1,0
249,4/19/2024 15:21,CCD,AMN,POST,14,I,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
250,4/19/2024 15:21,CCD,AMN,POST,14,C,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
251,4/19/2024 15:21,CCD,AMN,POST,14,C,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
252,4/19/2024 15:21,CCD,AMN,POST,14,C,DW 241,1.4,Detection,Ramp,Auto,33.03,45,2,5,OFF,1.2,0.1,0
253,4/19/2024 15:21,CCD,AMN,POST,14,C,DW 241,2.4,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
254,4/19/2024 15:21,CCD,AMN,POST,14,C,DW 241,1.2,Detection,Ramp,Auto,27.79,45,2,5,OFF,1.2,0.1,0
255,4/19/2024 15:21,CCD,AMN,POST,14,C,DW 241,1.9,Detection,Ramp,Auto,44.25,45,2,5,OFF,1.2,0.1,0
256,4/19/2024 15:21,CCD,AMN,POST,14,C,DW 241,0.9,Detection,Ramp,Auto,19.56,45,2,5,OFF,1.2,0.1,0
257,4/22/2024 15:21,CCD,AMN,POST,17,I,DW 241,0.2,Detection,Ramp,Auto,5.34,45,2,5,OFF,1.2,0.1,0
258,4/22/2024 15:22,CCD,AMN,POST,17,I,DW 241,0.2,Detection,Ramp,Auto,5.34,45,2,5,OFF,1.2,0.1,0
259,4/22/2024 15:22,CCD,AMN,POST,17,I,DW 241,1.3,Detection,Ramp,Auto,29.28,45,2,5,OFF,1.2,0.1,0
260,4/22/2024 15:22,CCD,AMN,POST,17,I,DW 241,0.2,Detection,Ramp,Auto,4.59,45,2,5,OFF,1.2,0.1,0
261,4/22/2024 15:22,CCD,AMN,POST,17,I,DW 241,2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
262,4/22/2024 15:22,CCD,AMN,POST,17,I,DW 241,0.8,Detection,Ramp,Auto,20.31,45,2,5,OFF,1.2,0.1,0
263,4/22/2024 15:22,CCD,AMN,POST,17,I,DW 241,1.9,Detection,Ramp,Auto,43.5,45,2,5,OFF,1.2,0.1,0
264,4/22/2024 15:23,CCD,AMN,POST,17,I,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
265,4/22/2024 15:23,CCD,AMN,POST,17,I,DW 241,2.3,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
266,4/22/2024 15:23,CCD,AMN,POST,17,I,DW 241,1,Detection,Ramp,Auto,23.3,45,2,5,OFF,1.2,0.1,0
267,4/22/2024 15:24,CCD,AMN,POST,17,I,DW 241,0.3,Detection,Ramp,Auto,8.33,45,2,5,OFF,1.2,0.1,0
268,4/22/2024 15:24,CCD,AMN,POST,17,I,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
269,4/22/2024 15:29,CCD,AMN,POST,17,C,DW 241,1.5,Detection,Ramp,Auto,34.52,45,2,5,OFF,1.2,0.1,0
270,4/22/2024 15:29,CCD,AMN,POST,17,C,DW 241,1,Detection,Ramp,Auto,24.05,45,2,5,OFF,1.2,0.1,0
271,4/22/2024 15:30,CCD,AMN,POST,17,C,DW 241,1.8,Detection,Ramp,Auto,39.76,45,2,5,OFF,1.2,0.1,0
272,4/22/2024 15:31,CCD,AMN,POST,17,C,DW 241,6.1,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
273,4/22/2024 15:31,CCD,AMN,POST,17,C,DW 241,1.1,Detection,Ramp,Auto,25.54,45,2,5,OFF,1.2,0.1,0
274,4/22/2024 15:33,CCD,AMN,POST,17,C,DW 241,0.7,Detection,Ramp,Auto,15.81,45,2,5,OFF,1.2,0.1,0
275,4/22/2024 15:33,CCD,AMN,POST,17,C,DW 241,0.4,Detection,Ramp,Auto,9.83,45,2,5,OFF,1.2,0.1,0
276,4/22/2024 15:33,CCD,AMN,POST,17,C,DW 241,1.9,Detection,Ramp,Auto,44.25,45,2,5,OFF,1.2,0.1,0
277,4/26/2024 15:33,CCD,AMN,POST,21,C,DW 241,2.5,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
278,4/26/2024 15:34,CCD,AMN,POST,21,C,DW 241,1.1,Detection,Ramp,Auto,27.04,45,2,5,OFF,1.2,0.1,0
279,4/26/2024 15:35,CCD,AMN,POST,21,C,DW 241,1.9,Detection,Ramp,Auto,43.5,45,2,5,OFF,1.2,0.1,0
280,4/26/2024 15:35,CCD,AMN,POST,21,C,DW 241,1.3,Detection,Ramp,Auto,30.03,45,2,5,OFF,1.2,0.1,0
281,4/26/2024 15:35,CCD,AMN,POST,21,C,DW 241,2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
282,4/26/2024 15:37,CCD,AMN,POST,21,I,DW 241,0.9,Detection,Ramp,Auto,20.31,45,2,5,OFF,1.2,0.1,0
283,4/26/2024 15:37,CCD,AMN,POST,21,I,DW 241,1.5,Detection,Ramp,Auto,33.78,45,2,5,OFF,1.2,0.1,0
284,4/26/2024 15:38,CCD,AMN,POST,21,I,DW 241,1.6,Detection,Ramp,Auto,36.77,45,2,5,OFF,1.2,0.1,0
285,4/26/2024 15:38,CCD,AMN,POST,21,I,DW 241,2.9,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
286,4/26/2024 15:38,CCD,AMN,POST,21,I,DW 241,1.4,Detection,Ramp,Auto,32.28,45,2,5,OFF,1.2,0.1,0
287,4/26/2024 15:39,CCD,AMN,POST,21,I,DW 241,1.9,Detection,Ramp,Auto,42.76,45,2,5,OFF,1.2,0.1,0
288,4/30/2024 15:39,CCD,AMN,POST,25,I,DW 241,1.3,Detection,Ramp,Auto,29.28,45,2,5,OFF,1.2,0.1,0
289,4/30/2024 15:39,CCD,AMN,POST,25,I,DW 241,0.8,Detection,Ramp,Auto,18.06,45,2,5,OFF,1.2,0.1,0
290,4/30/2024 15:39,CCD,AMN,POST,25,I,DW 241,1.6,Detection,Ramp,Auto,37.52,45,2,5,OFF,1.2,0.1,0
291,4/30/2024 15:39,CCD,AMN,POST,25,I,DW 241,0.6,Detection,Ramp,Auto,13.57,45,2,5,OFF,1.2,0.1,0
292,4/30/2024 15:39,CCD,AMN,POST,25,I,DW 241,0.8,Detection,Ramp,Auto,18.81,45,2,5,OFF,1.2,0.1,0
293,4/30/2024 15:41,CCD,AMN,POST,25,I,DW 241,0.6,Detection,Ramp,Auto,14.32,45,2,5,OFF,1.2,0.1,0
294,4/30/2024 15:41,CCD,AMN,POST,25,C,DW 241,1.9,Detection,Ramp,Auto,43.5,45,2,5,OFF,1.2,0.1,0
295,4/30/2024 15:41,CCD,AMN,POST,25,C,DW 241,2,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
296,4/30/2024 15:41,CCD,AMN,POST,25,C,DW 241,2.6,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
297,4/30/2024 15:41,CCD,AMN,POST,25,C,DW 241,3.7,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
298,4/30/2024 15:41,CCD,AMN,POST,25,C,DW 241,2.1,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
299,4/30/2024 15:41,CCD,AMN,POST,25,C,DW 241,4.5,Detection,Ramp,Auto,45,45,2,5,OFF,1.2,0.1,0
300,4/26/2024 16:26,PGM,AMN,PRE,0,C,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
301,4/26/2024 16:29,PGM,AMN,PRE,0,C,DW 24X,5.8,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
302,4/26/2024 16:30,PGM,AMN,PRE,0,C,DW 24X,2.8,Detection,Ramp,Auto,41.51,45,3,5,OFF,1.2,0.1,0
303,4/26/2024 16:32,PGM,AMN,PRE,0,C,DW 24X,2.8,Detection,Ramp,Auto,42.51,45,3,5,OFF,1.2,0.1,0
304,4/26/2024 16:32,PGM,AMN,PRE,0,C,DW 24X,2.9,Detection,Ramp,Auto,44,45,3,5,OFF,1.2,0.1,0
305,4/26/2024 16:32,PGM,AMN,PRE,0,C,DW 24X,3,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
306,4/26/2024 16:33,PGM,AMN,PRE,0,C,DW 24X,3.2,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
307,4/26/2024 16:33,PGM,AMN,PRE,0,C,DW 24X,2.9,Detection,Ramp,Auto,43,45,3,5,OFF,1.2,0.1,0
308,4/26/2024 16:34,PGM,AMN,PRE,0,I,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
309,4/26/2024 16:35,PGM,AMN,PRE,0,I,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
310,4/26/2024 16:35,PGM,AMN,PRE,0,I,DW 24X,7.8,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
311,4/26/2024 16:35,PGM,AMN,PRE,0,I,DW 24X,4.7,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
312,4/26/2024 16:36,PGM,AMN,PRE,0,I,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
313,4/26/2024 16:36,PGM,AMN,PRE,0,I,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
314,4/26/2024 16:37,PGM,AMN,PRE,0,I,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
315,4/30/2024 15:45,PGM,AMN,POST,4,I,DW 24X,3.3,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
316,4/30/2024 15:45,PGM,AMN,POST,4,I,DW 24X,2.7,Detection,Ramp,Auto,40.01,45,3,5,OFF,1.2,0.1,0
317,4/30/2024 15:45,PGM,AMN,POST,4,I,DW 24X,2.1,Detection,Ramp,Auto,31.03,45,3,5,OFF,1.2,0.1,0
318,4/30/2024 15:45,PGM,AMN,POST,4,I,DW 24X,2.2,Detection,Ramp,Auto,32.53,45,3,5,OFF,1.2,0.1,0
319,4/30/2024 15:45,PGM,AMN,POST,4,I,DW 24X,1.8,Detection,Ramp,Auto,27.54,45,3,5,OFF,1.2,0.1,0
320,4/30/2024 15:46,PGM,AMN,POST,4,C,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
321,4/30/2024 15:46,PGM,AMN,POST,4,C,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
322,4/30/2024 15:47,PGM,AMN,POST,4,C,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
323,4/30/2024 15:47,PGM,AMN,POST,4,C,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
324,4/30/2024 15:47,PGM,AMN,POST,4,C,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
325,4/30/2024 15:48,PGM,AMN,POST,4,I,DW 24X,2,Detection,Ramp,Auto,29.53,45,3,5,OFF,1.2,0.1,0
326,4/30/2024 15:48,PGM,AMN,POST,4,I,DW 24X,2.9,Detection,Ramp,Auto,42.51,45,3,5,OFF,1.2,0.1,0
327,4/30/2024 15:48,PGM,AMN,POST,4,I,DW 24X,2.4,Detection,Ramp,Auto,37.02,45,3,5,OFF,1.2,0.1,0
328,4/30/2024 15:48,PGM,AMN,POST,4,I,DW 24X,7.2,Manual Stop,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
329,4/30/2024 15:48,PGM,AMN,POST,4,I,DW 24X,1.5,Detection,Ramp,Auto,23.55,45,3,5,OFF,1.2,0.1,0
330,5/3/2024 15:21,CCD,AMN,POST,28,C,DW 241,2.5,Detection,Ramp,Auto,36.52,45,3,5,OFF,1.2,0.1,0
331,5/3/2024 15:22,CCD,AMN,POST,28,C,DW 241,6.6,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
332,5/3/2024 15:25,CCD,AMN,POST,28,C,DW 241,5.1,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
333,5/3/2024 15:26,CCD,AMN,POST,28,C,DW 241,2.7,Detection,Ramp,Auto,41.01,45,3,5,OFF,1.2,0.1,0
334,5/3/2024 15:28,CCD,AMN,POST,28,C,DW 241,5.5,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
335,5/3/2024 15:29,CCD,AMN,POST,28,I,DW 241,2.3,Detection,Ramp,Auto,34.02,45,3,5,OFF,1.2,0.1,0
336,5/3/2024 15:30,CCD,AMN,POST,28,I,DW 241,0.2,Detection,Ramp,Auto,3.09,45,3,5,OFF,1.2,0.1,0
337,5/3/2024 15:30,CCD,AMN,POST,28,I,DW 241,0.1,Detection,Ramp,Auto,2.59,45,3,5,OFF,1.2,0.1,0
338,5/3/2024 15:31,CCD,AMN,POST,28,I,DW 241,2.1,Detection,Ramp,Auto,31.53,45,3,5,OFF,1.2,0.1,0
339,5/3/2024 15:32,CCD,AMN,POST,28,I,DW 241,2.7,Detection,Ramp,Auto,40.51,45,3,5,OFF,1.2,0.1,0
340,5/3/2024 15:34,CCD,AMN,POST,28,I,DW 241,1,Detection,Ramp,Auto,14.57,45,3,5,OFF,1.2,0.1,0
341,5/3/2024 15:34,CCD,AMN,POST,28,I,DW 241,0.9,Detection,Ramp,Auto,14.07,45,3,5,OFF,1.2,0.1,0
342,5/3/2024 15:35,CCD,AMN,POST,28,I,DW 241,2.4,Detection,Ramp,Auto,36.52,45,3,5,OFF,1.2,0.1,0
343,5/3/2024 15:38,CCD,AMN,POST,28,I,DW 241,0.6,Detection,Ramp,Auto,10.58,45,3,5,OFF,1.2,0.1,0
344,5/6/2024 18:04,PGM,AMN,POST,10,C,DW 24X,7.7,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
345,5/6/2024 18:04,PGM,AMN,POST,10,C,DW 24X,2.5,Detection,Ramp,Auto,38.02,45,3,5,OFF,1.2,0.1,0
346,5/6/2024 18:05,PGM,AMN,POST,10,C,DW 24X,2.2,Detection,Ramp,Auto,33.03,45,3,5,OFF,1.2,0.1,0
347,5/6/2024 18:06,PGM,AMN,POST,10,C,DW 24X,8,Cutoff,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
348,5/6/2024 18:06,PGM,AMN,POST,10,C,DW 24X,3.2,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
349,5/6/2024 18:07,PGM,AMN,POST,10,C,DW 24X,2.9,Detection,Ramp,Auto,44,45,3,5,OFF,1.2,0.1,0
350,5/6/2024 18:07,PGM,AMN,POST,10,I,DW 24X,2.3,Detection,Ramp,Auto,34.02,45,3,5,OFF,1.2,0.1,0
351,5/6/2024 18:07,PGM,AMN,POST,10,I,DW 24X,1.3,Detection,Ramp,Auto,20.06,45,3,5,OFF,1.2,0.1,0
352,5/6/2024 18:07,PGM,AMN,POST,10,I,DW 24X,2.4,Detection,Ramp,Auto,35.52,45,3,5,OFF,1.2,0.1,0
353,5/6/2024 18:08,PGM,AMN,POST,10,I,DW 24X,2.8,Detection,Ramp,Auto,42.01,45,3,5,OFF,1.2,0.1,0
354,5/6/2024 18:08,PGM,AMN,POST,10,I,DW 24X,1.7,Detection,Ramp,Auto,26.04,45,3,5,OFF,1.2,0.1,0
355,5/6/2024 18:08,PGM,AMN,POST,10,I,DW 24X,1.7,Detection,Ramp,Auto,27.04,45,3,5,OFF,1.2,0.1,0
356,5/6/2024 18:09,PGM,AMN,POST,10,C,DW 24X,3.8,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
357,5/6/2024 18:09,PGM,AMN,POST,10,C,DW 24X,1.1,Detection,Ramp,Auto,16.06,45,3,5,OFF,1.2,0.1,0
358,5/6/2024 18:10,PGM,AMN,POST,10,C,DW 24X,3.1,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
359,5/6/2024 18:10,PGM,AMN,POST,10,C,DW 24X,2.2,Detection,Ramp,Auto,32.53,45,3,5,OFF,1.2,0.1,0
360,5/6/2024 18:10,PGM,AMN,POST,10,C,DW 24X,3.5,Detection,Ramp,Auto,45,45,3,5,OFF,1.2,0.1,0
361,5/6/2024 18:11,PGM,AMN,POST,10,C,DW 24X,2.6,Detection,Ramp,Auto,39.51,45,3,5,OFF,1.2,0.1,0
362,5/6/2024 18:11,PGM,AMN,POST,10,C,DW 24X,1.7,Detection,Ramp,Auto,25.54,45,3,5,OFF,1.2,0.1,0
363,5/6/2024 18:11,PGM,AMN,POST,10,I,DW 24X,2.6,Detection,Ramp,Auto,40.01,45,3,5,OFF,1.2,0.1,0
